Gender,Own_car,Own_property,Work_phone,Phone,Email,Unemployed,Num_children,Num_family,Account_length,Total_income,Age,Years_employed,Income_type,Education_type,Family_status,Housing_type,Occupation_type,Target
0,1,1,0,0,1,0,0,2,4,270000,29,2,4,1,1,1,10,0
1,1,1,0,0,0,0,0,2,22,157500,27,2,4,4,1,1,4,0
1,0,1,1,1,0,0,0,2,40,166500,51,17,4,4,1,1,8,0
0,0,1,0,0,1,0,2,4,24,216000,42,8,2,1,1,1,12,0
0,1,1,0,0,1,0,0,2,21,270000,54,29,0,4,1,1,8,0
0,1,1,0,0,0,0,0,2,17,225000,39,7,0,4,1,1,8,1
0,0,1,0,0,0,0,0,1,13,315000,28,3,4,4,3,1,0,0
0,0,0,0,0,0,1,0,2,16,255150,51,0,1,2,0,4,12,0
0,0,1,0,0,0,0,2,3,8,157500,39,1,4,4,3,1,3,0
0,0,1,0,0,0,0,0,2,20,148500,48,2,4,1,1,1,3,0
0,0,1,0,0,1,0,2,4,34,202500,30,6,4,1,1,1,3,0
1,0,1,1,0,0,0,0,1,24,202500,24,2,4,4,3,1,4,0
0,1,1,0,1,1,0,0,1,0,112500,20,2,0,4,3,1,13,0
0,0,1,0,1,0,1,0,2,3,94500,61,0,1,1,1,1,12,0
1,1,1,0,0,0,0,0,2,45,315000,28,5,4,4,0,1,15,0
0,1,1,0,1,1,0,0,2,20,270000,28,8,0,2,0,2,6,0
0,1,1,0,1,1,0,1,3,22,450000,48,1,2,1,1,1,3,0
1,0,1,0,0,0,0,1,3,30,180000,38,3,4,4,1,5,4,0
0,0,1,0,0,1,0,0,2,43,112500,27,8,4,1,0,1,8,0
1,0,1,0,0,0,0,0,2,51,90000,56,15,4,4,1,1,4,0
1,1,0,0,0,0,0,2,4,46,202500,40,8,0,1,1,1,8,0
1,1,1,0,0,0,0,0,2,13,247500,34,11,4,4,1,1,4,0
1,1,1,1,0,0,0,1,3,3,765000,33,3,4,1,1,1,10,1
0,0,1,0,0,1,0,1,3,24,270000,37,12,0,4,1,1,0,0
0,0,1,0,0,0,0,0,1,56,315000,36,1,4,1,2,1,10,0
1,1,1,0,1,0,0,2,4,38,157500,35,11,4,4,1,5,4,0
1,0,1,0,0,0,0,0,2,7,360000,41,7,0,4,1,1,17,0
0,0,1,0,0,1,0,0,2,3,112500,24,0,0,1,1,1,6,1
0,0,0,0,0,0,0,0,1,35,157500,43,1,0,1,2,5,12,0
1,0,1,0,0,0,1,0,1,16,382500,59,0,1,4,4,1,12,0
0,0,0,1,1,0,0,0,2,33,135000,26,4,4,4,0,1,10,0
1,1,0,0,0,0,1,0,2,11,225000,50,0,1,4,0,1,12,1
1,1,0,1,1,0,0,0,2,36,315000,43,10,4,1,1,1,10,0
0,0,0,0,0,0,0,0,2,29,180000,53,7,4,4,1,1,15,0
0,0,0,0,1,0,0,0,2,12,157500,35,8,4,4,1,1,15,0
0,1,0,0,1,1,1,0,2,30,144000,62,0,1,4,1,1,12,0
1,1,0,0,0,0,0,0,2,49,229500,50,3,4,2,1,0,8,1
0,0,0,1,1,0,0,0,2,3,270000,48,15,4,1,1,1,10,1
0,0,0,1,1,0,0,0,2,21,292500,57,23,2,4,1,1,0,0
0,0,0,1,1,0,0,0,2,22,270000,33,2,4,1,1,1,0,0
0,1,0,1,0,0,0,0,2,27,225000,40,2,4,4,1,1,10,0
1,1,0,0,1,0,0,0,2,24,157500,29,2,4,2,1,5,4,0
0,0,0,0,1,0,0,0,1,34,74250,52,14,4,1,2,2,3,0
0,0,0,0,1,0,0,0,2,31,135000,38,5,0,4,1,1,12,0
1,1,0,1,0,0,0,1,3,26,135000,27,2,4,4,1,1,4,0
0,0,0,0,0,0,0,0,1,6,144000,43,24,4,4,3,1,1,0
0,0,0,0,1,0,0,0,2,19,202500,39,3,2,1,1,5,3,0
0,0,0,0,0,0,1,0,1,21,40500,57,0,1,4,3,1,12,1
1,1,0,1,1,0,0,0,2,47,337500,28,4,2,1,1,5,10,0
1,0,0,0,1,0,0,0,2,28,180000,40,6,0,4,1,2,8,0
0,0,0,0,1,0,0,0,2,20,130500,41,13,4,4,0,1,1,0
0,0,0,0,1,0,1,0,2,33,144000,57,0,1,4,1,1,12,0
0,0,0,0,1,0,0,0,1,22,193500,44,5,4,4,3,2,8,1
0,0,0,0,0,0,1,0,1,25,112500,60,0,1,4,4,1,12,0
0,1,0,0,1,1,1,0,2,60,135000,55,0,1,4,1,1,12,0
1,1,0,0,1,0,0,0,2,16,267750,57,12,4,1,1,1,8,0
0,0,0,0,0,0,0,0,1,9,139500,44,19,4,1,2,1,10,0
1,0,0,1,1,0,0,0,2,12,67500,51,14,4,4,1,1,17,0
1,1,0,0,0,0,0,0,2,57,252000,29,6,4,4,1,1,6,0
1,0,0,0,1,0,0,0,2,30,180000,57,0,0,3,1,1,4,0
0,0,0,1,1,0,0,0,2,25,135000,53,14,0,4,1,1,8,0
0,1,0,0,0,0,0,0,1,15,900000,52,20,4,1,3,1,10,1
1,1,0,1,0,0,0,0,2,47,180000,40,1,0,1,0,1,4,0
1,1,0,0,1,1,1,0,2,40,115290,63,0,1,4,1,1,12,0
0,0,0,1,0,1,0,2,4,39,225000,30,4,4,1,1,1,3,0
1,1,0,1,0,0,0,1,3,32,135000,25,3,4,4,1,1,15,0
0,0,0,0,1,0,0,0,2,30,450000,40,15,2,1,1,1,10,0
1,0,0,0,0,0,0,0,1,21,279000,30,8,2,1,3,1,3,1
0,0,0,1,0,0,0,1,3,55,76500,34,1,4,1,0,1,0,0
1,0,0,1,1,0,0,0,2,7,202500,56,0,0,4,1,1,17,0
0,0,0,0,1,0,0,2,4,7,67500,28,1,0,1,1,1,3,0
1,0,0,1,1,0,0,0,2,20,234000,38,6,4,2,1,1,4,0
0,0,0,1,1,0,0,0,1,7,90000,52,1,4,4,3,1,3,1
0,0,0,0,0,0,0,0,2,9,81000,53,2,4,4,0,1,17,0
1,0,0,1,0,0,0,0,1,38,108000,22,3,4,4,3,0,2,1
1,0,0,0,0,0,1,0,2,10,99000,54,0,1,4,1,1,12,0
1,0,0,1,0,0,0,0,1,14,198000,23,3,4,4,3,5,8,0
1,1,0,1,1,0,0,0,2,13,360000,40,3,2,1,1,2,4,0
0,0,0,0,1,0,1,0,2,23,135000,54,0,1,4,1,1,12,0
0,0,0,0,0,0,1,0,2,3,76500,64,0,1,4,1,1,12,0
0,0,0,0,1,0,0,0,2,7,90000,25,4,2,4,1,1,12,0
0,1,0,1,0,0,0,0,2,16,270000,37,2,0,2,0,1,12,1
1,1,0,1,0,0,0,0,2,7,81000,39,9,4,4,1,5,4,0
0,0,0,0,1,0,0,0,2,31,202500,47,3,2,1,1,1,8,0
0,0,0,1,1,0,0,0,2,28,157500,53,27,4,4,1,1,12,0
0,0,0,0,1,0,0,0,2,54,180000,36,12,0,1,1,1,12,0
0,0,0,0,0,0,0,0,2,54,135000,33,2,4,4,1,2,2,0
0,0,0,0,0,0,0,2,4,58,135000,26,7,4,4,1,1,12,0
1,1,0,1,1,0,0,0,2,39,135000,44,17,0,4,1,1,8,0
1,1,0,1,0,1,0,0,2,46,270000,32,3,0,4,1,1,4,0
0,0,0,0,1,0,0,0,2,11,202500,44,13,4,1,1,1,3,0
0,0,0,0,0,0,0,0,2,22,157500,46,7,4,2,1,1,3,0
1,1,0,1,0,0,0,2,4,3,180000,34,5,4,2,1,1,8,0
1,1,0,1,0,0,0,1,2,10,112500,32,3,4,4,2,0,8,0
0,1,0,0,1,0,0,0,2,16,157500,37,2,0,4,1,1,12,0
1,1,0,1,0,0,0,0,2,15,216000,42,2,4,4,1,1,8,0
0,1,0,1,1,0,0,0,2,56,202500,42,4,0,4,1,1,15,0
0,0,0,0,0,0,0,0,2,59,198000,51,26,0,4,0,1,8,0
0,0,0,0,1,0,1,0,1,33,157500,55,0,1,4,4,1,12,0
1,1,0,1,1,0,0,0,2,39,180000,41,8,4,4,1,1,8,0
0,1,0,0,0,0,0,0,2,23,315000,46,2,4,4,1,1,0,0
0,0,0,0,0,0,1,0,2,23,112500,58,0,1,4,1,1,12,0
0,0,0,0,0,0,0,0,1,40,90000,31,1,4,4,2,1,15,1
0,0,0,0,1,0,0,0,1,30,45000,39,2,4,4,2,1,15,0
0,1,0,0,1,0,0,0,2,7,225000,23,5,4,4,1,1,12,0
0,0,0,0,1,0,1,0,1,17,112500,64,0,1,4,3,4,12,0
0,1,0,1,1,0,0,0,2,21,144000,47,2,4,4,1,1,3,0
0,1,0,1,1,0,0,0,2,42,315000,36,7,0,1,1,1,15,0
0,0,0,1,0,0,0,1,3,37,112500,35,10,4,4,1,1,15,0
0,0,0,1,1,0,0,2,4,23,144000,33,2,4,4,1,1,6,0
1,1,0,0,0,0,1,0,2,55,225000,47,0,1,4,1,1,12,0
1,1,0,1,0,0,0,0,2,41,135000,52,0,4,4,1,1,4,0
0,0,0,1,0,0,0,0,2,41,238500,52,9,4,4,1,1,8,0
0,0,0,0,1,0,0,0,2,27,112500,27,5,4,4,1,1,8,0
1,1,0,1,0,0,0,1,3,23,144000,27,0,4,2,1,1,4,0
0,0,0,0,1,0,1,0,2,13,90000,58,0,1,4,1,1,12,0
1,0,0,1,0,0,0,0,1,1,202500,23,2,0,4,3,5,12,0
1,0,0,1,0,0,0,0,1,15,117000,40,10,4,4,3,1,9,0
0,0,0,0,1,0,0,0,2,60,135000,51,29,2,4,1,1,12,0
1,0,0,1,0,0,0,0,1,40,225000,27,4,4,1,3,1,12,0
0,0,0,0,0,0,1,0,1,27,126000,52,0,1,4,2,1,12,1
0,0,0,1,0,0,0,0,2,8,135000,43,1,0,4,0,1,3,0
0,0,0,0,1,0,1,0,1,30,90000,59,0,1,4,4,1,12,0
0,0,0,0,1,0,1,0,1,43,153000,63,0,1,4,2,1,12,0
1,1,0,0,1,1,0,0,2,45,1350000,35,4,0,1,1,2,10,1
0,0,0,0,0,0,1,0,2,3,139500,57,0,1,4,1,1,12,0
0,0,0,0,0,0,0,0,2,4,157500,31,0,4,1,1,1,10,0
0,1,0,1,1,0,0,0,2,4,135000,30,1,4,4,0,5,15,0
1,0,0,1,1,0,0,0,1,38,180000,25,4,4,4,3,1,12,1
0,0,0,1,1,0,0,0,1,23,225000,52,12,4,4,3,1,12,0
0,0,0,0,1,0,0,0,2,41,135000,27,6,4,1,1,1,15,0
1,1,0,1,0,0,0,0,2,4,292500,36,3,4,4,1,1,8,0
0,1,0,1,1,0,0,0,2,49,270000,52,20,0,1,1,1,10,0
0,1,0,1,1,0,0,0,2,34,99000,40,12,4,4,1,1,3,0
0,0,0,1,1,0,0,0,2,14,135000,33,6,4,4,1,1,15,0
0,1,0,1,1,0,0,0,2,46,315000,37,1,0,1,1,1,12,1
1,1,0,0,0,0,0,0,1,26,270000,24,4,4,1,3,1,8,0
1,0,0,0,0,0,0,0,1,16,135000,38,8,4,4,2,1,8,0
1,1,0,1,0,0,0,2,4,28,445500,40,18,2,1,1,2,3,0
0,0,0,0,1,0,1,0,1,6,198000,60,0,1,4,4,1,12,0
0,1,0,1,1,0,0,0,2,57,382500,42,10,4,1,1,1,12,0
0,0,0,1,1,0,0,1,3,9,202500,32,8,4,4,1,1,15,0
0,1,0,0,1,0,0,0,2,8,99000,40,14,4,4,1,1,2,0
0,0,0,1,0,0,0,0,2,25,112500,43,1,4,4,1,1,15,0
1,1,0,1,0,0,0,0,2,19,166500,28,4,4,1,1,5,3,0
0,0,0,0,0,0,0,0,2,43,135000,35,15,2,4,0,1,11,0
1,1,0,0,0,0,0,0,2,33,202500,34,1,4,4,0,1,8,0
0,0,0,0,0,0,0,0,1,38,81000,49,4,0,4,2,1,15,1
1,1,0,1,0,0,0,0,2,13,180000,43,0,4,4,1,1,17,0
1,0,0,0,1,0,0,0,2,34,225000,33,1,0,1,0,1,10,0
0,0,0,0,0,0,0,0,2,31,99000,27,1,0,1,1,1,15,0
1,1,0,1,1,0,0,0,1,37,360000,28,1,0,4,2,5,4,0
1,1,0,1,0,0,0,0,2,41,225000,39,3,4,1,0,4,10,0
1,1,0,1,0,0,0,2,4,38,427500,41,17,0,1,1,1,10,0
0,0,1,1,1,0,0,2,4,7,157500,42,3,2,1,1,1,3,0
0,0,1,1,0,0,0,2,4,3,144000,26,5,4,4,1,2,8,0
0,0,1,0,1,0,1,0,2,14,157500,59,0,1,4,0,1,12,0
1,1,1,0,0,1,0,0,1,14,270000,36,3,4,4,3,1,10,0
0,1,0,0,0,0,0,1,3,17,157500,32,6,4,1,1,1,13,0
0,1,1,0,0,0,0,2,4,6,90000,30,1,2,1,1,1,3,1
1,1,0,0,0,0,0,0,2,48,202500,52,10,4,4,1,1,4,0
0,0,1,0,1,0,0,2,4,53,99000,34,1,0,1,1,1,0,1
1,1,1,0,0,0,0,0,2,12,360000,54,20,4,1,1,1,8,0
0,0,1,0,0,0,0,2,4,10,157500,29,6,4,4,1,1,15,0
0,0,1,1,0,1,0,0,1,26,135000,23,4,4,2,3,1,12,1
0,1,0,0,0,1,1,2,4,13,99000,34,0,1,4,1,1,12,0
0,1,1,0,0,0,0,2,4,30,90000,34,12,2,4,1,1,2,0
1,0,1,0,0,0,1,0,2,9,90000,63,0,1,4,0,1,12,0
1,1,1,0,0,0,0,0,2,44,112500,44,21,4,4,1,1,12,0
0,1,1,0,0,0,0,1,3,17,135000,45,8,4,4,1,1,12,0
0,1,1,0,0,0,0,0,2,15,180000,56,10,2,4,1,1,11,0
1,1,1,0,0,0,1,0,1,50,495000,62,0,1,1,3,1,12,0
1,1,0,0,0,1,0,2,4,37,157500,40,6,4,4,1,3,4,0
0,0,1,0,0,0,0,0,2,52,135000,46,10,4,2,1,1,10,0
1,1,1,0,0,0,0,1,3,42,360000,38,1,0,4,1,1,10,0
0,1,0,0,1,1,0,1,3,58,157500,33,7,4,4,1,1,0,0
0,0,1,0,0,0,0,2,4,28,157500,33,5,2,4,1,1,3,0
1,1,1,0,0,0,1,0,2,11,157500,63,0,1,4,1,1,12,0
0,0,1,0,1,0,0,1,3,52,112500,29,9,2,2,0,1,16,0
0,1,1,0,0,0,0,1,2,8,112500,35,1,0,4,2,1,12,0
0,0,0,0,0,1,0,0,1,57,99000,29,6,0,1,3,5,12,1
0,0,1,0,0,0,0,0,2,8,135000,56,6,4,4,1,1,8,1
1,1,1,0,1,0,1,0,2,43,85500,60,0,1,4,1,1,12,0
0,0,1,0,0,0,1,0,2,21,292500,59,0,1,4,0,1,12,0
0,0,1,1,0,0,0,0,2,17,67500,59,23,4,4,1,1,3,0
0,0,1,0,0,1,0,0,2,39,90000,50,8,4,4,1,1,1,0
1,1,1,0,1,1,0,0,1,4,112500,46,6,4,4,3,1,8,0
0,0,1,0,0,0,0,0,2,60,112500,45,12,4,4,1,1,12,0
0,0,1,0,0,0,0,0,1,28,360000,50,21,4,4,4,1,3,1
0,0,1,0,0,1,0,0,1,10,279000,30,1,2,1,3,1,10,0
0,0,1,0,0,0,0,0,2,23,157500,45,9,4,4,1,1,3,0
1,1,0,0,0,0,0,2,4,27,157500,34,3,4,4,1,2,1,0
1,0,1,0,1,1,0,0,2,57,135000,57,0,4,4,1,1,17,0
0,1,1,0,0,1,0,0,1,17,112500,22,2,4,2,3,5,15,0
0,0,0,0,0,0,0,0,2,5,225000,28,4,0,4,1,1,8,0
0,1,1,0,0,0,0,2,4,42,306000,37,10,2,1,1,1,3,0
0,0,1,0,0,0,1,0,2,44,166500,61,0,1,4,1,1,12,0
0,1,1,0,0,0,1,0,2,43,135000,60,0,1,4,1,1,12,0
0,1,1,0,0,1,1,0,1,43,202500,58,0,1,1,4,1,12,0
0,0,1,1,1,0,0,1,3,19,67500,42,5,2,4,1,2,3,0
1,0,1,0,0,0,0,0,1,4,180000,22,1,4,4,3,1,12,0
1,1,1,0,0,0,0,0,2,12,315000,38,2,4,4,1,1,10,0
0,1,1,0,0,1,0,1,3,51,202500,41,14,4,4,1,1,12,0
0,0,1,1,1,1,0,2,4,9,270000,35,5,4,4,1,1,10,0
1,1,1,0,0,0,1,0,2,10,112500,63,0,1,4,1,1,12,1
0,1,1,0,0,0,0,1,3,22,157500,34,15,4,4,1,1,10,0
1,1,1,0,0,0,0,0,2,5,202500,50,21,0,3,1,1,12,0
1,1,1,0,1,1,0,0,2,29,252000,60,4,4,4,1,1,17,0
0,0,1,0,0,0,0,0,2,11,135000,50,5,2,4,1,1,11,1
0,0,1,0,0,0,0,0,2,57,135000,58,1,0,4,1,1,8,0
1,0,1,0,0,1,0,0,2,0,90000,24,2,4,4,1,1,8,0
1,1,1,1,1,1,0,2,4,38,225000,50,11,0,4,0,1,12,0
1,0,0,0,1,0,0,1,2,37,247500,45,18,4,4,3,1,8,0
0,0,1,0,1,0,0,0,2,58,76500,42,13,0,4,1,1,15,0
0,1,1,0,0,0,1,0,2,27,126000,63,0,1,4,1,1,12,0
1,0,1,0,0,0,0,0,2,27,360000,49,3,4,4,1,1,4,0
0,0,1,0,1,0,1,0,1,37,135000,63,0,1,1,3,1,12,0
1,1,1,0,0,1,0,0,2,22,135000,27,5,4,3,1,5,8,0
0,0,1,0,0,1,0,0,2,12,135000,37,10,0,1,1,1,3,0
1,1,1,1,0,0,0,0,2,10,202500,51,2,0,1,1,1,12,0
0,1,1,0,0,0,0,1,3,45,90000,48,22,2,4,1,1,11,0
1,1,1,0,0,0,0,0,2,35,315000,59,5,0,2,1,1,16,0
1,1,1,0,0,0,0,0,2,34,225000,45,11,4,4,1,1,4,0
1,1,1,0,0,0,0,0,2,17,225000,55,2,4,4,1,1,8,0
0,1,1,0,0,0,0,0,2,30,247500,53,22,2,4,1,1,10,0
0,1,1,1,0,0,0,1,3,4,67500,40,9,4,4,0,1,2,0
1,0,1,1,1,0,0,1,3,23,562500,37,15,4,2,1,1,12,0
0,0,1,0,0,1,1,0,2,5,126000,55,0,1,4,1,1,12,0
0,0,1,1,0,0,0,0,1,5,99000,27,3,4,4,3,1,15,0
0,0,1,0,0,0,0,0,2,39,135000,40,5,0,4,1,1,15,1
0,0,1,1,1,0,0,0,2,17,189000,55,17,0,4,1,1,12,0
0,0,1,0,0,0,1,0,2,35,157500,64,0,1,4,1,1,12,0
0,1,1,0,0,0,0,1,3,23,112500,41,5,0,4,1,1,3,0
1,0,0,0,0,1,0,0,2,45,135000,25,0,0,1,1,1,2,0
0,0,0,0,0,0,1,0,2,38,216000,62,0,1,4,1,1,12,0
0,0,1,0,0,1,0,0,2,12,328500,54,5,0,4,1,1,10,0
0,0,0,0,0,0,0,0,1,4,126000,22,2,4,4,3,5,15,0
1,1,0,0,0,0,0,1,3,29,180000,28,3,2,2,1,5,4,0
0,0,1,0,0,1,0,0,1,12,310500,35,3,2,1,3,1,0,0
0,0,1,1,1,0,0,0,2,11,126000,39,20,0,4,1,1,8,0
0,0,1,1,0,0,0,2,3,33,67500,40,20,4,4,2,1,12,1
1,1,0,1,1,0,0,0,1,53,90000,33,5,0,4,3,1,4,0
0,1,1,0,0,1,0,1,2,33,157500,26,5,4,1,2,1,11,0
0,1,1,0,0,0,1,0,2,4,270000,65,0,1,4,1,1,12,0
0,1,1,0,0,1,0,0,2,8,540000,37,6,0,1,1,1,10,0
0,1,1,1,1,0,0,1,3,26,225000,38,4,4,1,1,1,6,0
0,0,1,0,0,0,1,0,2,28,202500,59,0,1,4,1,1,12,1
1,1,0,0,0,0,0,1,2,17,270000,36,8,4,4,2,1,4,0
0,0,1,0,0,1,0,0,2,30,67500,42,0,4,4,1,1,11,1
0,1,0,0,0,0,0,1,3,7,180000,30,0,4,4,1,1,15,0
0,0,1,0,0,0,1,0,2,26,90000,58,0,1,4,1,1,12,0
0,0,1,0,0,0,1,0,2,6,202500,62,0,1,4,1,1,12,0
0,1,1,1,0,0,0,0,2,44,157500,36,15,4,4,1,1,3,0
0,0,1,0,0,1,0,0,2,39,171000,51,10,3,1,1,1,3,0
0,1,1,0,1,0,0,1,3,24,157500,34,1,4,4,1,1,15,0
1,1,1,0,0,0,0,0,2,31,675000,32,6,2,1,1,1,6,1
1,1,1,0,0,0,0,0,2,58,135000,35,0,0,1,0,1,12,0
1,1,1,1,1,0,0,2,4,8,315000,37,0,4,1,1,1,12,0
1,1,1,0,0,0,1,0,2,36,112500,54,0,1,4,1,1,12,0
0,1,0,0,0,0,0,2,4,14,270000,37,12,2,1,1,1,16,1
1,1,1,1,0,0,0,1,3,43,202500,27,0,4,4,1,1,12,0
0,0,0,0,0,1,0,1,2,12,90000,38,0,4,4,2,4,15,0
0,1,1,0,0,0,0,0,1,53,135000,47,6,4,4,3,1,15,0
0,1,1,0,0,0,0,1,3,4,157500,37,11,0,4,1,1,8,0
1,1,1,0,0,1,0,0,2,40,112500,27,4,4,4,1,1,15,0
1,1,1,0,0,0,0,1,3,39,450000,50,7,4,1,1,3,10,0
0,0,1,0,0,0,1,0,2,46,76500,55,0,1,4,0,1,12,0
1,1,1,0,0,0,0,0,2,5,90000,57,3,4,4,1,1,17,0
0,1,0,0,0,0,0,2,4,52,135000,38,8,4,4,1,1,8,1
0,1,1,0,1,1,0,0,1,46,315000,49,8,0,4,2,1,8,0
1,1,1,0,1,0,0,0,2,58,135000,43,7,0,4,1,1,6,0
0,1,1,0,0,1,0,0,2,12,121500,27,4,4,1,1,1,15,0
1,1,1,0,0,1,0,1,3,32,247500,30,4,4,4,1,1,4,0
0,0,0,0,0,1,0,1,3,43,72000,38,5,0,1,1,1,0,0
1,1,0,0,0,0,0,0,2,14,135000,56,1,4,4,1,1,4,0
1,1,1,0,0,0,0,1,3,39,180000,46,9,4,4,1,1,10,0
0,0,1,0,0,0,1,0,2,53,112500,62,0,1,4,1,1,12,0
0,0,1,0,0,0,0,1,3,8,247500,29,2,0,2,1,1,0,0
0,0,1,0,0,0,0,2,4,6,90000,32,12,4,1,1,1,4,0
0,0,1,0,1,0,1,0,1,34,65250,54,0,1,4,4,1,12,0
0,0,1,0,0,0,0,0,2,18,184500,50,3,4,4,1,1,1,0
0,0,1,0,0,0,0,0,2,53,90000,57,3,4,4,0,1,1,0
0,0,1,0,1,0,1,0,2,37,103500,60,0,1,2,1,1,12,0
0,0,1,0,0,0,0,0,1,2,180000,53,5,4,4,3,1,12,0
0,1,1,0,0,0,0,0,2,58,180000,34,1,4,4,0,1,15,0
0,0,0,0,1,0,1,0,2,54,180000,52,0,1,4,1,2,12,0
1,0,1,0,0,0,1,0,2,7,157500,52,0,1,4,1,1,12,0
0,1,1,0,0,0,0,2,4,10,67500,32,4,4,1,1,1,12,0
1,0,0,1,1,0,0,1,3,16,112500,24,1,4,4,1,1,8,0
1,1,0,0,0,0,0,0,1,40,180000,30,2,4,1,3,1,8,0
1,1,1,0,0,0,0,2,4,14,270000,36,11,4,4,1,1,8,0
1,1,1,0,0,0,0,0,2,14,180000,46,8,4,4,1,1,15,0
0,0,1,0,0,0,0,1,3,4,157500,42,23,4,4,0,1,12,0
0,0,1,0,0,0,0,2,4,15,225000,35,1,4,4,0,1,15,0
1,1,1,0,0,1,0,0,2,3,189000,56,2,4,4,1,1,17,0
1,1,1,0,0,0,0,0,2,33,292500,28,6,4,1,1,1,10,0
1,1,1,1,1,1,0,0,1,18,99000,56,0,4,4,3,1,8,0
1,0,0,0,0,0,0,0,2,12,202500,33,1,0,2,0,5,12,1
0,1,1,0,0,0,0,2,4,40,292500,38,8,0,1,1,1,15,0
1,1,0,0,1,0,0,0,2,26,202500,43,13,4,4,1,1,4,0
1,0,1,1,1,0,0,2,4,6,180000,37,16,4,4,1,1,8,0
0,0,1,0,0,1,0,0,2,33,135000,58,2,4,4,1,1,6,0
0,0,1,1,0,0,0,0,2,46,157500,32,13,4,4,0,1,18,0
1,1,1,1,1,0,0,0,2,40,157500,60,28,4,4,1,1,3,0
0,1,1,0,1,0,1,0,2,9,67500,58,0,1,2,1,1,12,0
0,0,1,0,0,0,1,0,2,42,162000,61,0,1,4,1,1,12,0
0,1,1,0,0,0,0,1,2,27,112500,38,0,4,1,3,1,2,0
1,0,1,1,1,0,0,0,1,47,135000,30,11,4,4,3,1,8,1
0,0,0,0,0,0,0,0,2,15,360000,42,9,4,4,1,1,12,0
0,0,1,0,0,0,0,0,2,19,135000,38,12,4,1,1,5,15,0
0,1,1,0,0,1,0,1,3,13,157500,39,6,0,1,1,1,3,0
0,0,1,0,0,0,1,0,2,39,165150,63,0,1,1,1,1,12,0
1,0,0,0,0,1,0,0,2,28,337500,46,12,4,1,1,1,10,0
0,0,1,0,0,0,0,1,3,30,99000,30,7,4,4,1,2,8,0
0,0,0,1,1,0,0,0,2,2,45000,38,14,2,4,1,1,11,0
0,0,1,0,0,1,0,0,2,31,270000,42,2,4,4,1,2,17,0
0,0,1,0,0,0,0,1,3,19,135000,37,1,4,1,1,1,0,0
0,0,1,1,0,1,0,2,4,45,67500,41,8,0,4,1,1,15,0
0,1,1,0,0,0,0,0,2,31,270000,35,4,4,4,1,1,6,1
1,1,1,1,0,0,0,2,4,29,139500,47,15,4,4,1,1,4,0
0,0,1,0,0,0,0,0,2,7,90000,51,7,0,4,1,1,8,0
0,0,1,0,0,0,0,1,3,13,180000,30,2,4,4,1,1,1,1
0,1,1,0,0,0,1,0,2,6,112500,61,0,1,1,1,1,12,0
0,1,1,0,0,1,0,0,2,26,157500,32,2,4,1,1,1,15,0
0,0,1,0,0,0,1,0,2,12,54000,60,0,1,3,1,1,12,0
0,0,1,0,0,1,0,1,3,44,90000,48,19,4,4,1,1,12,1
0,0,1,0,0,0,0,0,2,36,157500,45,2,0,4,1,1,17,0
